Exact Source URL,HTTP Status,Title,H1,Primary Intent,Content Type,Historic Equivalent,Final Action,Destination,Why,Human Review Required
/bury-facilities-management,200,,,location,location,/bury-facilities-management,KEEP_200,/bury-facilities-management,Registered 200 route — canonical final destination,NO
/caretaker,200,,,service,service,/caretaker,KEEP_200,/caretaker,Registered 200 route — canonical final destination,NO
/carpark-management,200,,,service,service,/carpark-management,KEEP_200,/carpark-management,Registered 200 route — canonical final destination,NO
/chesterfield-facilities-management,200,,,location,location,/chesterfield-facilities-management,KEEP_200,/chesterfield-facilities-management,Registered 200 route — canonical final destination,NO
/cleaning-services,200,,,service,service,/cleaning-services,KEEP_200,/cleaning-services,Registered 200 route — canonical final destination,NO
/client-login,200,,,company,company,/client-login,KEEP_200,/client-login,Registered 200 route — canonical final destination,NO
/client-login/account-registration,200,,,company,company,/client-login/account-registration,KEEP_200,/client-login/account-registration,Registered 200 route — canonical final destination,NO
/commercial-cleaning-birmingham,200,,,geographic-service,geographic-service,/commercial-cleaning-birmingham,KEEP_200,/commercial-cleaning-birmingham,Registered 200 route — canonical final destination,NO
/commercial-cleaning-chesterfield,200,,,geographic-service,geographic-service,/commercial-cleaning-chesterfield,KEEP_200,/commercial-cleaning-chesterfield,Registered 200 route — canonical final destination,NO
/commercial-cleaning-leeds,200,,,geographic-service,geographic-service,/commercial-cleaning-leeds,KEEP_200,/commercial-cleaning-leeds,Registered 200 route — canonical final destination,NO
/commercial-cleaning-lincoln,200,,,geographic-service,geographic-service,/commercial-cleaning-lincoln,KEEP_200,/commercial-cleaning-lincoln,Registered 200 route — canonical final destination,NO
/commercial-cleaning-london,200,,,geographic-service,geographic-service,/commercial-cleaning-london,KEEP_200,/commercial-cleaning-london,Registered 200 route — canonical final destination,NO
/commercial-cleaning-manchester,200,,,geographic-service,geographic-service,/commercial-cleaning-manchester,KEEP_200,/commercial-cleaning-manchester,Registered 200 route — canonical final destination,NO
/commercial-cleaning-nottingham,200,,,geographic-service,geographic-service,/commercial-cleaning-nottingham,KEEP_200,/commercial-cleaning-nottingham,Registered 200 route — canonical final destination,NO
/commercial-cleaning-sheffield,200,,,geographic-service,geographic-service,/commercial-cleaning-sheffield,KEEP_200,/commercial-cleaning-sheffield,Registered 200 route — canonical final destination,NO
/commercial-facilities-management,200,,,sector,sector,/commercial-facilities-management,KEEP_200,/commercial-facilities-management,Registered 200 route — canonical final destination,NO
/commercial-fm-lincoln,200,,,location,location,/commercial-fm-lincoln,KEEP_200,/commercial-fm-lincoln,Registered 200 route — canonical final destination,NO
/concierge-services,200,,,service,service,/concierge-services,KEEP_200,/concierge-services,Registered 200 route — canonical final destination,NO
/construction-facilities-management,200,,,sector,sector,/construction-facilities-management,KEEP_200,/construction-facilities-management,Registered 200 route — canonical final destination,NO
/contact-us,200,,,company,company,/contact-us,KEEP_200,/contact-us,Registered 200 route — canonical final destination,NO
/contract-cleaning,200,,,service,service,/contract-cleaning,KEEP_200,/contract-cleaning,Registered 200 route — canonical final destination,NO
/contract-cleaning-chesterfield,200,,,geographic-service,geographic-service,/contract-cleaning-chesterfield,KEEP_200,/contract-cleaning-chesterfield,Registered 200 route — canonical final destination,NO
/contract-cleaning-leeds,200,,,geographic-service,geographic-service,/contract-cleaning-leeds,KEEP_200,/contract-cleaning-leeds,Registered 200 route — canonical final destination,NO
/contract-cleaning-lincoln,200,,,geographic-service,geographic-service,/contract-cleaning-lincoln,KEEP_200,/contract-cleaning-lincoln,Registered 200 route — canonical final destination,NO
/contract-cleaning-london,200,,,geographic-service,geographic-service,/contract-cleaning-london,KEEP_200,/contract-cleaning-london,Registered 200 route — canonical final destination,NO
/contract-cleaning-manchester,200,,,geographic-service,geographic-service,/contract-cleaning-manchester,KEEP_200,/contract-cleaning-manchester,Registered 200 route — canonical final destination,NO
/contract-cleaning-sheffield,200,,,geographic-service,geographic-service,/contract-cleaning-sheffield,KEEP_200,/contract-cleaning-sheffield,Registered 200 route — canonical final destination,NO
/copy-of-helpdesk-registration,200,,,company,company,/copy-of-helpdesk-registration,KEEP_200,/copy-of-helpdesk-registration,Registered 200 route — canonical final destination,NO
/copy-of-industrial-cleaning,200,,,service,service,/copy-of-industrial-cleaning,KEEP_200,/copy-of-industrial-cleaning,Registered 200 route — canonical final destination,NO
/copy-of-what-is-facilities-manageme,200,,,service,service,/copy-of-what-is-facilities-manageme,KEEP_200,/copy-of-what-is-facilities-manageme,Registered 200 route — canonical final destination,NO
/derby-facilities-management,200,,,location,location,/derby-facilities-management,KEEP_200,/derby-facilities-management,Registered 200 route — canonical final destination,NO
/doncaster-facilities-management,200,,,location,location,/doncaster-facilities-management,KEEP_200,/doncaster-facilities-management,Registered 200 route — canonical final destination,NO
/education-cleaning,200,,,service,service,/education-cleaning,KEEP_200,/education-cleaning,Registered 200 route — canonical final destination,NO
/education-facilities-management,200,,,sector,sector,/education-facilities-management,KEEP_200,/education-facilities-management,Registered 200 route — canonical final destination,NO
/employment-portal,200,,,company,company,/employment-portal,KEEP_200,/employment-portal,Registered 200 route — canonical final destination,NO
/external-cleaning-birmingham,200,,,geographic-service,geographic-service,/external-cleaning-birmingham,KEEP_200,/external-cleaning-birmingham,Registered 200 route — canonical final destination,NO
/external-cleaning-lincoln,200,,,geographic-service,geographic-service,/external-cleaning-lincoln,KEEP_200,/external-cleaning-lincoln,Registered 200 route — canonical final destination,NO
/external-cleaning-london,200,,,geographic-service,geographic-service,/external-cleaning-london,KEEP_200,/external-cleaning-london,Registered 200 route — canonical final destination,NO
/external-cleaning-manchester,200,,,geographic-service,geographic-service,/external-cleaning-manchester,KEEP_200,/external-cleaning-manchester,Registered 200 route — canonical final destination,NO
/facilities-management-birmingham,200,,,location,location,/facilities-management-birmingham,KEEP_200,/facilities-management-birmingham,Registered 200 route — canonical final destination,NO
/facilities-management-blog,200,,,post,post,/facilities-management-blog,KEEP_200,/facilities-management-blog,Registered 200 route — canonical final destination,NO
/facilities-management-bolton,200,,,location,location,/facilities-management-bolton,KEEP_200,/facilities-management-bolton,Registered 200 route — canonical final destination,NO
/facilities-management-bradford,200,,,location,location,/facilities-management-bradford,KEEP_200,/facilities-management-bradford,Registered 200 route — canonical final destination,NO
/facilities-management-bury,200,,,location,location,/facilities-management-bury,KEEP_200,/facilities-management-bury,Registered 200 route — canonical final destination,NO
/facilities-management-chesterfield,200,,,location,location,/facilities-management-chesterfield,KEEP_200,/facilities-management-chesterfield,Registered 200 route — canonical final destination,NO
/facilities-management-derby,200,,,location,location,/facilities-management-derby,KEEP_200,/facilities-management-derby,Registered 200 route — canonical final destination,NO
/facilities-management-doncaster,200,,,location,location,/facilities-management-doncaster,KEEP_200,/facilities-management-doncaster,Registered 200 route — canonical final destination,NO
/facilities-management-for/construction-facilities-management,200,,,sector,sector,/facilities-management-for/construction-facilities-management,KEEP_200,/facilities-management-for/construction-facilities-management,Registered 200 route — canonical final destination,NO
/facilities-management-for/education-%26-schools-facilities-management,200,,,sector,sector,/facilities-management-for/education-%26-schools-facilities-management,KEEP_200,/facilities-management-for/education-%26-schools-facilities-management,Registered 200 route — canonical final destination,NO
/facilities-management-for/healthcare-facilities-management,200,,,sector,sector,/facilities-management-for/healthcare-facilities-management,KEEP_200,/facilities-management-for/healthcare-facilities-management,Registered 200 route — canonical final destination,NO
/facilities-management-for/hotels-%26-resort-facilities-management,200,,,sector,sector,/facilities-management-for/hotels-%26-resort-facilities-management,KEEP_200,/facilities-management-for/hotels-%26-resort-facilities-management,Registered 200 route — canonical final destination,NO
/facilities-management-for/industrial-facilities-management,200,,,sector,sector,/facilities-management-for/industrial-facilities-management,KEEP_200,/facilities-management-for/industrial-facilities-management,Registered 200 route — canonical final destination,NO
/facilities-management-for/leisure-centre-facilities-management,200,,,sector,sector,/facilities-management-for/leisure-centre-facilities-management,KEEP_200,/facilities-management-for/leisure-centre-facilities-management,Registered 200 route — canonical final destination,NO
/facilities-management-for/logistics-%26-distribution-facilities-management,200,,,sector,sector,/facilities-management-for/logistics-%26-distribution-facilities-management,KEEP_200,/facilities-management-for/logistics-%26-distribution-facilities-management,Registered 200 route — canonical final destination,NO
/facilities-management-for/managing-agent-facilities-management,200,,,sector,sector,/facilities-management-for/managing-agent-facilities-management,KEEP_200,/facilities-management-for/managing-agent-facilities-management,Registered 200 route — canonical final destination,NO
/facilities-management-for/offices%2C-corporate-%26-co-working,200,,,sector,sector,/facilities-management-for/offices%2C-corporate-%26-co-working,KEEP_200,/facilities-management-for/offices%2C-corporate-%26-co-working,Registered 200 route — canonical final destination,NO
/facilities-management-for/residential-facilities-management,200,,,sector,sector,/facilities-management-for/residential-facilities-management,KEEP_200,/facilities-management-for/residential-facilities-management,Registered 200 route — canonical final destination,NO
/facilities-management-for/restaurant-%26-hospitality-facilities-management,200,,,sector,sector,/facilities-management-for/restaurant-%26-hospitality-facilities-management,KEEP_200,/facilities-management-for/restaurant-%26-hospitality-facilities-management,Registered 200 route — canonical final destination,NO
/facilities-management-for/retail-%26-shopping-centre-facilities-management,200,,,sector,sector,/facilities-management-for/retail-%26-shopping-centre-facilities-management,KEEP_200,/facilities-management-for/retail-%26-shopping-centre-facilities-management,Registered 200 route — canonical final destination,NO
/facilities-management-for/sports-venue-facilities-management,200,,,sector,sector,/facilities-management-for/sports-venue-facilities-management,KEEP_200,/facilities-management-for/sports-venue-facilities-management,Registered 200 route — canonical final destination,NO
/facilities-management-for/stadium-%26-arena-facilities-management,200,,,sector,sector,/facilities-management-for/stadium-%26-arena-facilities-management,KEEP_200,/facilities-management-for/stadium-%26-arena-facilities-management,Registered 200 route — canonical final destination,NO
/facilities-management-for/warehouse-%26-distribution,200,,,sector,sector,/facilities-management-for/warehouse-%26-distribution,KEEP_200,/facilities-management-for/warehouse-%26-distribution,Registered 200 route — canonical final destination,NO
/facilities-management-grimsby,200,,,location,location,/facilities-management-grimsby,KEEP_200,/facilities-management-grimsby,Registered 200 route — canonical final destination,NO
/facilities-management-in-telford,200,,,location,location,/facilities-management-in-telford,KEEP_200,/facilities-management-in-telford,Registered 200 route — canonical final destination,NO
/facilities-management-in-the-midlands,200,,,location,location,/facilities-management-in-the-midlands,KEEP_200,/facilities-management-in-the-midlands,Registered 200 route — canonical final destination,NO
/facilities-management-leeds,200,,,location,location,/facilities-management-leeds,KEEP_200,/facilities-management-leeds,Registered 200 route — canonical final destination,NO
/facilities-management-lincoln,200,,,location,location,/facilities-management-lincoln,KEEP_200,/facilities-management-lincoln,Registered 200 route — canonical final destination,NO
/facilities-management-liverpool,200,,,location,location,/facilities-management-liverpool,KEEP_200,/facilities-management-liverpool,Registered 200 route — canonical final destination,NO
/facilities-management-london,200,,,location,location,/facilities-management-london,KEEP_200,/facilities-management-london,Registered 200 route — canonical final destination,NO
/facilities-management-manchester,200,,,location,location,/facilities-management-manchester,KEEP_200,/facilities-management-manchester,Registered 200 route — canonical final destination,NO
/facilities-management-midlands,200,,,location,location,/facilities-management-midlands,KEEP_200,/facilities-management-midlands,Registered 200 route — canonical final destination,NO
/facilities-management-nottingham,200,,,location,location,/facilities-management-nottingham,KEEP_200,/facilities-management-nottingham,Registered 200 route — canonical final destination,NO
/facilities-management-offices,200,,,sector,sector,/facilities-management-offices,KEEP_200,/facilities-management-offices,Registered 200 route — canonical final destination,NO
/facilities-management-oxford,200,,,location,location,/facilities-management-oxford,KEEP_200,/facilities-management-oxford,Registered 200 route — canonical final destination,NO
/facilities-management-preston,200,,,location,location,/facilities-management-preston,KEEP_200,/facilities-management-preston,Registered 200 route — canonical final destination,NO
/facilities-management-rotherham,200,,,location,location,/facilities-management-rotherham,KEEP_200,/facilities-management-rotherham,Registered 200 route — canonical final destination,NO
/facilities-management-services,200,,,service,service,/facilities-management-services,KEEP_200,/facilities-management-services,Registered 200 route — canonical final destination,NO
/facilities-management-services-lond,200,,,service,service,/facilities-management-services-lond,KEEP_200,/facilities-management-services-lond,Registered 200 route — canonical final destination,NO
/facilities-management-sheffield,200,,,location,location,/facilities-management-sheffield,KEEP_200,/facilities-management-sheffield,Registered 200 route — canonical final destination,NO
/facilities-management-team,200,,,company,company,/facilities-management-team,KEEP_200,/facilities-management-team,Registered 200 route — canonical final destination,NO
/facilities-management-telford,200,,,location,location,/facilities-management-telford,KEEP_200,/facilities-management-telford,Registered 200 route — canonical final destination,NO
/facilities-management-wigan,200,,,location,location,/facilities-management-wigan,KEEP_200,/facilities-management-wigan,Registered 200 route — canonical final destination,NO
/fire-emergency-systems,200,,,service,service,/fire-emergency-systems,KEEP_200,/fire-emergency-systems,Registered 200 route — canonical final destination,NO
/fm-birmingham,200,,,location,location,/fm-birmingham,KEEP_200,/fm-birmingham,Registered 200 route — canonical final destination,NO
/fm-bolton,200,,,location,location,/fm-bolton,KEEP_200,/fm-bolton,Registered 200 route — canonical final destination,NO
/fm-bradford,200,,,location,location,/fm-bradford,KEEP_200,/fm-bradford,Registered 200 route — canonical final destination,NO
/fm-bury,200,,,location,location,/fm-bury,KEEP_200,/fm-bury,Registered 200 route — canonical final destination,NO
/fm-chesterfield,200,,,location,location,/fm-chesterfield,KEEP_200,/fm-chesterfield,Registered 200 route — canonical final destination,NO
/fm-client-info,200,,,company,company,/fm-client-info,KEEP_200,/fm-client-info,Registered 200 route — canonical final destination,NO
/fm-derby,200,,,location,location,/fm-derby,KEEP_200,/fm-derby,Registered 200 route — canonical final destination,NO
/fm-doncaster,200,,,location,location,/fm-doncaster,KEEP_200,/fm-doncaster,Registered 200 route — canonical final destination,NO
/fm-grimsby,200,,,location,location,/fm-grimsby,KEEP_200,/fm-grimsby,Registered 200 route — canonical final destination,NO
/fm-leeds,200,,,location,location,/fm-leeds,KEEP_200,/fm-leeds,Registered 200 route — canonical final destination,NO
/fm-lincoln,200,,,location,location,/fm-lincoln,KEEP_200,/fm-lincoln,Registered 200 route — canonical final destination,NO
/fm-liverpool,200,,,location,location,/fm-liverpool,KEEP_200,/fm-liverpool,Registered 200 route — canonical final destination,NO
/fm-london,200,,,location,location,/fm-london,KEEP_200,/fm-london,Registered 200 route — canonical final destination,NO
/fm-manchester,200,,,location,location,/fm-manchester,KEEP_200,/fm-manchester,Registered 200 route — canonical final destination,NO
/fm-matlock,200,,,location,location,/fm-matlock,KEEP_200,/fm-matlock,Registered 200 route — canonical final destination,NO
/fm-nottingham,200,,,location,location,/fm-nottingham,KEEP_200,/fm-nottingham,Registered 200 route — canonical final destination,NO
/fm-oxford,200,,,location,location,/fm-oxford,KEEP_200,/fm-oxford,Registered 200 route — canonical final destination,NO
/fm-preston,200,,,location,location,/fm-preston,KEEP_200,/fm-preston,Registered 200 route — canonical final destination,NO
/fm-rotherham,200,,,location,location,/fm-rotherham,KEEP_200,/fm-rotherham,Registered 200 route — canonical final destination,NO
/fm-services-sheffield,200,,,location,location,/fm-services-sheffield,KEEP_200,/fm-services-sheffield,Registered 200 route — canonical final destination,NO
/fm-sheffield,200,,,location,location,/fm-sheffield,KEEP_200,/fm-sheffield,Registered 200 route — canonical final destination,NO
/fm-supply-chain,200,,,company,company,/fm-supply-chain,KEEP_200,/fm-supply-chain,Registered 200 route — canonical final destination,NO
/fm-supply-form,200,,,company,company,/fm-supply-form,KEEP_200,/fm-supply-form,Registered 200 route — canonical final destination,NO
/fm-support-n-contact,200,,,company,company,/fm-support-n-contact,KEEP_200,/fm-support-n-contact,Registered 200 route — canonical final destination,NO
/fm-support-n-contact/facilities-management-glossary,200,,,company,company,/fm-support-n-contact/facilities-management-glossary,KEEP_200,/fm-support-n-contact/facilities-management-glossary,Registered 200 route — canonical final destination,NO
/fm-technical-services,200,,,service,service,/fm-technical-services,KEEP_200,/fm-technical-services,Registered 200 route — canonical final destination,NO
/fm-telford,200,,,location,location,/fm-telford,KEEP_200,/fm-telford,Registered 200 route — canonical final destination,NO
/fm-wigan,200,,,location,location,/fm-wigan,KEEP_200,/fm-wigan,Registered 200 route — canonical final destination,NO
/gates-barriers,200,,,service,service,/gates-barriers,KEEP_200,/gates-barriers,Registered 200 route — canonical final destination,NO
/grimsby-facilities-management,200,,,location,location,/grimsby-facilities-management,KEEP_200,/grimsby-facilities-management,Registered 200 route — canonical final destination,NO
/grounds-maintenance,200,,,service,service,/grounds-maintenance,KEEP_200,/grounds-maintenance,Registered 200 route — canonical final destination,NO
/hard-services,200,,,service,service,/hard-services,KEEP_200,/hard-services,Registered 200 route — canonical final destination,NO
/healthcare-facilities-management,200,,,sector,sector,/healthcare-facilities-management,KEEP_200,/healthcare-facilities-management,Registered 200 route — canonical final destination,NO
/helpdesk,200,,,company,company,/helpdesk,KEEP_200,/helpdesk,Registered 200 route — canonical final destination,NO
/helpdesk-registration,200,,,company,company,/helpdesk-registration,KEEP_200,/helpdesk-registration,Registered 200 route — canonical final destination,NO
/hot-tub-relocation,200,,,service,service,/hot-tub-relocation,KEEP_200,/hot-tub-relocation,Registered 200 route — canonical final destination,NO
/hotel-facilities-management,200,,,sector,sector,/hotel-facilities-management,KEEP_200,/hotel-facilities-management,Registered 200 route — canonical final destination,NO
/hvac-contractor,200,,,service,service,/hvac-contractor,KEEP_200,/hvac-contractor,Registered 200 route — canonical final destination,NO
/industrial-cleaning,200,,,service,service,/industrial-cleaning,KEEP_200,/industrial-cleaning,Registered 200 route — canonical final destination,NO
/industrial-cleaning-birmingham,200,,,geographic-service,geographic-service,/industrial-cleaning-birmingham,KEEP_200,/industrial-cleaning-birmingham,Registered 200 route — canonical final destination,NO
/industrial-cleaning-chesterfield,200,,,geographic-service,geographic-service,/industrial-cleaning-chesterfield,KEEP_200,/industrial-cleaning-chesterfield,Registered 200 route — canonical final destination,NO
/industrial-cleaning-derby,200,,,geographic-service,geographic-service,/industrial-cleaning-derby,KEEP_200,/industrial-cleaning-derby,Registered 200 route — canonical final destination,NO
/industrial-cleaning-leeds,200,,,geographic-service,geographic-service,/industrial-cleaning-leeds,KEEP_200,/industrial-cleaning-leeds,Registered 200 route — canonical final destination,NO
/industrial-cleaning-lincoln,200,,,geographic-service,geographic-service,/industrial-cleaning-lincoln,KEEP_200,/industrial-cleaning-lincoln,Registered 200 route — canonical final destination,NO
/industrial-cleaning-london,200,,,geographic-service,geographic-service,/industrial-cleaning-london,KEEP_200,/industrial-cleaning-london,Registered 200 route — canonical final destination,NO
/industrial-cleaning-manchester,200,,,geographic-service,geographic-service,/industrial-cleaning-manchester,KEEP_200,/industrial-cleaning-manchester,Registered 200 route — canonical final destination,NO
/industrial-cleaning-nottingham,200,,,geographic-service,geographic-service,/industrial-cleaning-nottingham,KEEP_200,/industrial-cleaning-nottingham,Registered 200 route — canonical final destination,NO
/industrial-cleaning-sheffield,200,,,geographic-service,geographic-service,/industrial-cleaning-sheffield,KEEP_200,/industrial-cleaning-sheffield,Registered 200 route — canonical final destination,NO
/industrial-facilities-management,200,,,sector,sector,/industrial-facilities-management,KEEP_200,/industrial-facilities-management,Registered 200 route — canonical final destination,NO
/industrial-fm-lincoln,200,,,location,location,/industrial-fm-lincoln,KEEP_200,/industrial-fm-lincoln,Registered 200 route — canonical final destination,NO
/internal-cleaning,200,,,service,service,/internal-cleaning,KEEP_200,/internal-cleaning,Registered 200 route — canonical final destination,NO
/items,200,,,company,company,/items,KEEP_200,/items,Registered 200 route — canonical final destination,NO
/job-board,200,,,company,company,/job-board,KEEP_200,/job-board,Registered 200 route — canonical final destination,NO
/landmark-facilities-management,200,,,sector,sector,/landmark-facilities-management,KEEP_200,/landmark-facilities-management,Registered 200 route — canonical final destination,NO
/landscaping,200,,,service,service,/landscaping,KEEP_200,/landscaping,Registered 200 route — canonical final destination,NO
/leeds-facilities-management,200,,,location,location,/leeds-facilities-management,KEEP_200,/leeds-facilities-management,Registered 200 route — canonical final destination,NO
/lincoln-facilities-management,200,,,location,location,/lincoln-facilities-management,KEEP_200,/lincoln-facilities-management,Registered 200 route — canonical final destination,NO
/lincoln-facilities-management-areas,200,,,location,location,/lincoln-facilities-management-areas,KEEP_200,/lincoln-facilities-management-areas,Registered 200 route — canonical final destination,NO
/liverpool-facilities-management,200,,,location,location,/liverpool-facilities-management,KEEP_200,/liverpool-facilities-management,Registered 200 route — canonical final destination,NO
/logistics-facilities-management,200,,,sector,sector,/logistics-facilities-management,KEEP_200,/logistics-facilities-management,Registered 200 route — canonical final destination,NO
/london-facilities-management,200,,,location,location,/london-facilities-management,KEEP_200,/london-facilities-management,Registered 200 route — canonical final destination,NO
/london-facilities-management-areas,200,,,location,location,/london-facilities-management-areas,KEEP_200,/london-facilities-management-areas,Registered 200 route — canonical final destination,NO
/manchester-facilities-management,200,,,location,location,/manchester-facilities-management,KEEP_200,/manchester-facilities-management,Registered 200 route — canonical final destination,NO
/manchester-facilities-managment,200,,,service,service,/manchester-facilities-managment,KEEP_200,/manchester-facilities-managment,Registered 200 route — canonical final destination,NO
/manchester-office-cleaning,200,,,geographic-service,geographic-service,/manchester-office-cleaning,KEEP_200,/manchester-office-cleaning,Registered 200 route — canonical final destination,NO
/mechanical-electrical,200,,,service,service,/mechanical-electrical,KEEP_200,/mechanical-electrical,Registered 200 route — canonical final destination,NO
/mechanical-electrical/access-control,200,,,service,service,/mechanical-electrical/access-control,KEEP_200,/mechanical-electrical/access-control,Registered 200 route — canonical final destination,NO
/mechanical-electrical/emergency-light-testing,200,,,service,service,/mechanical-electrical/emergency-light-testing,KEEP_200,/mechanical-electrical/emergency-light-testing,Registered 200 route — canonical final destination,NO
/media-digital-displays,200,,,service,service,/media-digital-displays,KEEP_200,/media-digital-displays,Registered 200 route — canonical final destination,NO
/medical-cleaning,200,,,service,service,/medical-cleaning,KEEP_200,/medical-cleaning,Registered 200 route — canonical final destination,NO
/mobile-crane-hire,200,,,service,service,/mobile-crane-hire,KEEP_200,/mobile-crane-hire,Registered 200 route — canonical final destination,NO
/mobile-crane-hire/chesterfield,200,,,service,service,/mobile-crane-hire/chesterfield,KEEP_200,/mobile-crane-hire/chesterfield,Registered 200 route — canonical final destination,NO
/mobile-crane-hire/sheffield,200,,,service,service,/mobile-crane-hire/sheffield,KEEP_200,/mobile-crane-hire/sheffield,Registered 200 route — canonical final destination,NO
/mobile-crane-hire/truck-mount-crane-hire,200,,,service,service,/mobile-crane-hire/truck-mount-crane-hire,KEEP_200,/mobile-crane-hire/truck-mount-crane-hire,Registered 200 route — canonical final destination,NO
/nottingham-facilities-management,200,,,location,location,/nottingham-facilities-management,KEEP_200,/nottingham-facilities-management,Registered 200 route — canonical final destination,NO
/office-cleaning,200,,,service,service,/office-cleaning,KEEP_200,/office-cleaning,Registered 200 route — canonical final destination,NO
/office-cleaning-lincoln,200,,,geographic-service,geographic-service,/office-cleaning-lincoln,KEEP_200,/office-cleaning-lincoln,Registered 200 route — canonical final destination,NO
/office-cleaning-london,200,,,geographic-service,geographic-service,/office-cleaning-london,KEEP_200,/office-cleaning-london,Registered 200 route — canonical final destination,NO
/oxford-facilities-management,200,,,location,location,/oxford-facilities-management,KEEP_200,/oxford-facilities-management,Registered 200 route — canonical final destination,NO
/plumbing-gas,200,,,service,service,/plumbing-gas,KEEP_200,/plumbing-gas,Registered 200 route — canonical final destination,NO
/portfolio,200,,,company,company,/portfolio,KEEP_200,/portfolio,Registered 200 route — canonical final destination,NO
/post/facilities-management-in-different-sectors-similarities-differences-and-the-need-for-agility,200,,,post,post,/post/facilities-management-in-different-sectors-similarities-differences-and-the-need-for-agility,KEEP_200,/post/facilities-management-in-different-sectors-similarities-differences-and-the-need-for-agility,Registered 200 route — canonical final destination,NO
/post/facilities-management-services-in-lincoln,200,,,post,post,/post/facilities-management-services-in-lincoln,KEEP_200,/post/facilities-management-services-in-lincoln,Registered 200 route — canonical final destination,NO
/post/facilities-management-to-birmingham,200,,,post,post,/post/facilities-management-to-birmingham,KEEP_200,/post/facilities-management-to-birmingham,Registered 200 route — canonical final destination,NO
/post/the-importance-of-regular-maintenance-and-inspections,200,,,post,post,/post/the-importance-of-regular-maintenance-and-inspections,KEEP_200,/post/the-importance-of-regular-maintenance-and-inspections,Registered 200 route — canonical final destination,NO
/post/the-importance-of-regular-maintenance-and-inspections-1,200,,,post,post,/post/the-importance-of-regular-maintenance-and-inspections-1,KEEP_200,/post/the-importance-of-regular-maintenance-and-inspections-1,Registered 200 route — canonical final destination,NO
/post/what-are-hard-services,200,,,post,post,/post/what-are-hard-services,KEEP_200,/post/what-are-hard-services,Registered 200 route — canonical final destination,NO
/post/what-are-hard-services-in-facilities-management,200,,,post,post,/post/what-are-hard-services-in-facilities-management,KEEP_200,/post/what-are-hard-services-in-facilities-management,Registered 200 route — canonical final destination,NO
/post/what-are-hard-services-in-facilities-management-1,200,,,post,post,/post/what-are-hard-services-in-facilities-management-1,KEEP_200,/post/what-are-hard-services-in-facilities-management-1,Registered 200 route — canonical final destination,NO
/post/what-is-facilities-management,200,,,post,post,/post/what-is-facilities-management,KEEP_200,/post/what-is-facilities-management,Registered 200 route — canonical final destination,NO
/post/what-is-facilities-management-1,200,,,post,post,/post/what-is-facilities-management-1,KEEP_200,/post/what-is-facilities-management-1,Registered 200 route — canonical final destination,NO
/post/what-is-facilities-management-1-1,200,,,post,post,/post/what-is-facilities-management-1-1,KEEP_200,/post/what-is-facilities-management-1-1,Registered 200 route — canonical final destination,NO
/ppm,200,,,service,service,/ppm,KEEP_200,/ppm,Registered 200 route — canonical final destination,NO
/pressure-washing,200,,,service,service,/pressure-washing,KEEP_200,/pressure-washing,Registered 200 route — canonical final destination,NO
/pressure-washing-birmingham,200,,,geographic-service,geographic-service,/pressure-washing-birmingham,KEEP_200,/pressure-washing-birmingham,Registered 200 route — canonical final destination,NO
/pressure-washing-lincoln,200,,,geographic-service,geographic-service,/pressure-washing-lincoln,KEEP_200,/pressure-washing-lincoln,Registered 200 route — canonical final destination,NO
