URL,Discovery Source,HTTP Status,Final URL,Title,H1,Canonical,Robots,Page Type,Indexable,Current Internal Inlinks,Final Migration Action,Final Destination,Reason,Priority,Verified By HTTP
"https://www.entirefm.com/residential-facilities-management","XML Sitemap & Live Crawl","200","https://www.entirefm.com/residential-facilities-management","residential facilities management | Entire FM","residential facilities management","https://www.entirefm.com/residential-facilities-management","index, follow","commercial","YES","Hub Linked","KEEP_200","/residential-facilities-management","Direct Rebuild Preservation","P1","YES (HTTPS)"
"https://www.entirefm.com/resources","XML Sitemap & Live Crawl","200","https://www.entirefm.com/resources","resources | Entire FM","resources","https://www.entirefm.com/resources","index, follow","commercial","YES","Hub Linked","KEEP_200","/resources","Retain live URL in rebuild registry","P1","YES (HTTPS)"
"https://www.entirefm.com/retail-facilities-management","XML Sitemap & Live Crawl","200","https://www.entirefm.com/retail-facilities-management","retail facilities management | Entire FM","retail facilities management","https://www.entirefm.com/retail-facilities-management","index, follow","commercial","YES","Hub Linked","KEEP_200","/retail-facilities-management","Direct Rebuild Preservation","P1","YES (HTTPS)"
"https://www.entirefm.com/search","XML Sitemap & Live Crawl","200","https://www.entirefm.com/search","search | Entire FM","search","https://www.entirefm.com/search","index, follow","commercial","YES","Hub Linked","KEEP_200","/search","Retain live URL in rebuild registry","P1","YES (HTTPS)"
"https://www.entirefm.com/sectors","XML Sitemap & Live Crawl","200","https://www.entirefm.com/sectors","sectors | Entire FM","sectors","https://www.entirefm.com/sectors","index, follow","commercial","YES","Hub Linked","KEEP_200","/sectors","Retain live URL in rebuild registry","P1","YES (HTTPS)"
"https://www.entirefm.com/services","XML Sitemap & Live Crawl","200","https://www.entirefm.com/services","services | Entire FM","services","https://www.entirefm.com/services","index, follow","commercial","YES","Hub Linked","KEEP_200","/services","Direct Rebuild Preservation","P1","YES (HTTPS)"
"https://www.entirefm.com/services/building-fabric","XML Sitemap & Live Crawl","200","https://www.entirefm.com/services/building-fabric","services/building fabric | Entire FM","services/building fabric","https://www.entirefm.com/services/building-fabric","index, follow","commercial","YES","Hub Linked","INVESTIGATE","/services","Unmapped Antigravity service route","P1","YES (HTTPS)"
"https://www.entirefm.com/services/building-inspections","XML Sitemap & Live Crawl","200","https://www.entirefm.com/services/building-inspections","services/building inspections | Entire FM","services/building inspections","https://www.entirefm.com/services/building-inspections","index, follow","commercial","YES","Hub Linked","INVESTIGATE","/services","Unmapped Antigravity service route","P1","YES (HTTPS)"
"https://www.entirefm.com/services/commercial-plumbing","XML Sitemap & Live Crawl","200","https://www.entirefm.com/services/commercial-plumbing","services/commercial plumbing | Entire FM","services/commercial plumbing","https://www.entirefm.com/services/commercial-plumbing","index, follow","commercial","YES","Hub Linked","INVESTIGATE","/services","Unmapped Antigravity service route","P1","YES (HTTPS)"
"https://www.entirefm.com/services/critical-infrastructure","XML Sitemap & Live Crawl","200","https://www.entirefm.com/services/critical-infrastructure","services/critical infrastructure | Entire FM","services/critical infrastructure","https://www.entirefm.com/services/critical-infrastructure","index, follow","commercial","YES","Hub Linked","INVESTIGATE","/services","Unmapped Antigravity service route","P1","YES (HTTPS)"
"https://www.entirefm.com/services/data-centre-cooling-compliance","XML Sitemap & Live Crawl","200","https://www.entirefm.com/services/data-centre-cooling-compliance","services/data centre cooling compliance | Entire FM","services/data centre cooling compliance","https://www.entirefm.com/services/data-centre-cooling-compliance","index, follow","commercial","YES","Hub Linked","INVESTIGATE","/services","Unmapped Antigravity service route","P1","YES (HTTPS)"
"https://www.entirefm.com/services/dilapidation-compliance","XML Sitemap & Live Crawl","200","https://www.entirefm.com/services/dilapidation-compliance","services/dilapidation compliance | Entire FM","services/dilapidation compliance","https://www.entirefm.com/services/dilapidation-compliance","index, follow","commercial","YES","Hub Linked","INVESTIGATE","/services","Unmapped Antigravity service route","P1","YES (HTTPS)"
"https://www.entirefm.com/services/disaster-recovery","XML Sitemap & Live Crawl","200","https://www.entirefm.com/services/disaster-recovery","services/disaster recovery | Entire FM","services/disaster recovery","https://www.entirefm.com/services/disaster-recovery","index, follow","commercial","YES","Hub Linked","INVESTIGATE","/services","Unmapped Antigravity service route","P1","YES (HTTPS)"
"https://www.entirefm.com/services/dock-leveller-maintenance","XML Sitemap & Live Crawl","200","https://www.entirefm.com/services/dock-leveller-maintenance","services/dock leveller maintenance | Entire FM","services/dock leveller maintenance","https://www.entirefm.com/services/dock-leveller-maintenance","index, follow","commercial","YES","Hub Linked","INVESTIGATE","/services","Unmapped Antigravity service route","P1","YES (HTTPS)"
"https://www.entirefm.com/services/drainage-cctv-surveys","XML Sitemap & Live Crawl","200","https://www.entirefm.com/services/drainage-cctv-surveys","services/drainage cctv surveys | Entire FM","services/drainage cctv surveys","https://www.entirefm.com/services/drainage-cctv-surveys","index, follow","commercial","YES","Hub Linked","INVESTIGATE","/services","Unmapped Antigravity service route","P1","YES (HTTPS)"
"https://www.entirefm.com/services/drone-inspections","XML Sitemap & Live Crawl","200","https://www.entirefm.com/services/drone-inspections","services/drone inspections | Entire FM","services/drone inspections","https://www.entirefm.com/services/drone-inspections","index, follow","commercial","YES","Hub Linked","INVESTIGATE","/services","Unmapped Antigravity service route","P1","YES (HTTPS)"
"https://www.entirefm.com/services/dry-riser-testing","XML Sitemap & Live Crawl","200","https://www.entirefm.com/services/dry-riser-testing","services/dry riser testing | Entire FM","services/dry riser testing","https://www.entirefm.com/services/dry-riser-testing","index, follow","commercial","YES","Hub Linked","INVESTIGATE","/services","Unmapped Antigravity service route","P1","YES (HTTPS)"
"https://www.entirefm.com/services/electrical","XML Sitemap & Live Crawl","200","https://www.entirefm.com/services/electrical","services/electrical | Entire FM","services/electrical","https://www.entirefm.com/services/electrical","index, follow","commercial","YES","Hub Linked","INVESTIGATE","/services","Unmapped Antigravity service route","P1","YES (HTTPS)"
"https://www.entirefm.com/services/electrical-compliance","XML Sitemap & Live Crawl","200","https://www.entirefm.com/services/electrical-compliance","services/electrical compliance | Entire FM","services/electrical compliance","https://www.entirefm.com/services/electrical-compliance","index, follow","commercial","YES","Hub Linked","INVESTIGATE","/services","Unmapped Antigravity service route","P1","YES (HTTPS)"
"https://www.entirefm.com/services/emergency-lighting","XML Sitemap & Live Crawl","200","https://www.entirefm.com/services/emergency-lighting","services/emergency lighting | Entire FM","services/emergency lighting","https://www.entirefm.com/services/emergency-lighting","index, follow","commercial","YES","Hub Linked","INVESTIGATE","/services","Unmapped Antigravity service route","P1","YES (HTTPS)"
"https://www.entirefm.com/services/emergency-response","XML Sitemap & Live Crawl","200","https://www.entirefm.com/services/emergency-response","services/emergency response | Entire FM","services/emergency response","https://www.entirefm.com/services/emergency-response","index, follow","commercial","YES","Hub Linked","INVESTIGATE","/services","Unmapped Antigravity service route","P1","YES (HTTPS)"
"https://www.entirefm.com/services/emergency-systems","XML Sitemap & Live Crawl","200","https://www.entirefm.com/services/emergency-systems","services/emergency systems | Entire FM","services/emergency systems","https://www.entirefm.com/services/emergency-systems","index, follow","commercial","YES","Hub Linked","INVESTIGATE","/services","Unmapped Antigravity service route","P1","YES (HTTPS)"
"https://www.entirefm.com/services/energy-audits","XML Sitemap & Live Crawl","200","https://www.entirefm.com/services/energy-audits","services/energy audits | Entire FM","services/energy audits","https://www.entirefm.com/services/energy-audits","index, follow","commercial","YES","Hub Linked","INVESTIGATE","/services","Unmapped Antigravity service route","P1","YES (HTTPS)"
"https://www.entirefm.com/services/energy-optimisation","XML Sitemap & Live Crawl","200","https://www.entirefm.com/services/energy-optimisation","services/energy optimisation | Entire FM","services/energy optimisation","https://www.entirefm.com/services/energy-optimisation","index, follow","commercial","YES","Hub Linked","INVESTIGATE","/services","Unmapped Antigravity service route","P1","YES (HTTPS)"
"https://www.entirefm.com/services/evacuation-chair-servicing","XML Sitemap & Live Crawl","200","https://www.entirefm.com/services/evacuation-chair-servicing","services/evacuation chair servicing | Entire FM","services/evacuation chair servicing","https://www.entirefm.com/services/evacuation-chair-servicing","index, follow","commercial","YES","Hub Linked","INVESTIGATE","/services","Unmapped Antigravity service route","P1","YES (HTTPS)"
"https://www.entirefm.com/services/fire-alarms","XML Sitemap & Live Crawl","200","https://www.entirefm.com/services/fire-alarms","services/fire alarms | Entire FM","services/fire alarms","https://www.entirefm.com/services/fire-alarms","index, follow","commercial","YES","Hub Linked","INVESTIGATE","/services","Unmapped Antigravity service route","P1","YES (HTTPS)"
"https://www.entirefm.com/services/fire-safety","XML Sitemap & Live Crawl","200","https://www.entirefm.com/services/fire-safety","services/fire safety | Entire FM","services/fire safety","https://www.entirefm.com/services/fire-safety","index, follow","commercial","YES","Hub Linked","INVESTIGATE","/services","Unmapped Antigravity service route","P1","YES (HTTPS)"
"https://www.entirefm.com/services/gas-safety","XML Sitemap & Live Crawl","200","https://www.entirefm.com/services/gas-safety","services/gas safety | Entire FM","services/gas safety","https://www.entirefm.com/services/gas-safety","index, follow","commercial","YES","Hub Linked","INVESTIGATE","/services","Unmapped Antigravity service route","P1","YES (HTTPS)"
"https://www.entirefm.com/services/general-maintenance","XML Sitemap & Live Crawl","200","https://www.entirefm.com/services/general-maintenance","services/general maintenance | Entire FM","services/general maintenance","https://www.entirefm.com/services/general-maintenance","index, follow","commercial","YES","Hub Linked","INVESTIGATE","/services","Unmapped Antigravity service route","P1","YES (HTTPS)"
"https://www.entirefm.com/services/generator-maintenance","XML Sitemap & Live Crawl","200","https://www.entirefm.com/services/generator-maintenance","services/generator maintenance | Entire FM","services/generator maintenance","https://www.entirefm.com/services/generator-maintenance","index, follow","commercial","YES","Hub Linked","INVESTIGATE","/services","Unmapped Antigravity service route","P1","YES (HTTPS)"
"https://www.entirefm.com/services/hard-fm","XML Sitemap & Live Crawl","200","https://www.entirefm.com/services/hard-fm","services/hard fm | Entire FM","services/hard fm","https://www.entirefm.com/services/hard-fm","index, follow","commercial","YES","Hub Linked","INVESTIGATE","/services","Unmapped Antigravity service route","P1","YES (HTTPS)"
"https://www.entirefm.com/services/hard-services","XML Sitemap & Live Crawl","200","https://www.entirefm.com/services/hard-services","services/hard services | Entire FM","services/hard services","https://www.entirefm.com/services/hard-services","index, follow","commercial","YES","Hub Linked","301_TO_HISTORIC","/hard-services","Redirect Antigravity sub-path to Protected Historic URL","P1","YES (HTTPS)"
"https://www.entirefm.com/services/hvac","XML Sitemap & Live Crawl","200","https://www.entirefm.com/services/hvac","services/hvac | Entire FM","services/hvac","https://www.entirefm.com/services/hvac","index, follow","commercial","YES","Hub Linked","INVESTIGATE","/services","Unmapped Antigravity service route","P1","YES (HTTPS)"
"https://www.entirefm.com/services/hvac-compliance","XML Sitemap & Live Crawl","200","https://www.entirefm.com/services/hvac-compliance","services/hvac compliance | Entire FM","services/hvac compliance","https://www.entirefm.com/services/hvac-compliance","index, follow","commercial","YES","Hub Linked","INVESTIGATE","/services","Unmapped Antigravity service route","P1","YES (HTTPS)"
"https://www.entirefm.com/services/industrial-cleaning","XML Sitemap & Live Crawl","200","https://www.entirefm.com/services/industrial-cleaning","services/industrial cleaning | Entire FM","services/industrial cleaning","https://www.entirefm.com/services/industrial-cleaning","index, follow","commercial","YES","Hub Linked","301_TO_HISTORIC","/industrial-cleaning","Redirect Antigravity sub-path to Protected Historic URL","P1","YES (HTTPS)"
"https://www.entirefm.com/services/leak-detection-repair","XML Sitemap & Live Crawl","200","https://www.entirefm.com/services/leak-detection-repair","services/leak detection repair | Entire FM","services/leak detection repair","https://www.entirefm.com/services/leak-detection-repair","index, follow","commercial","YES","Hub Linked","INVESTIGATE","/services","Unmapped Antigravity service route","P1","YES (HTTPS)"
"https://www.entirefm.com/services/lifting-equipment","XML Sitemap & Live Crawl","200","https://www.entirefm.com/services/lifting-equipment","services/lifting equipment | Entire FM","services/lifting equipment","https://www.entirefm.com/services/lifting-equipment","index, follow","commercial","YES","Hub Linked","INVESTIGATE","/services","Unmapped Antigravity service route","P1","YES (HTTPS)"
"https://www.entirefm.com/services/lightning-protection-testing","XML Sitemap & Live Crawl","200","https://www.entirefm.com/services/lightning-protection-testing","services/lightning protection testing | Entire FM","services/lightning protection testing","https://www.entirefm.com/services/lightning-protection-testing","index, follow","commercial","YES","Hub Linked","INVESTIGATE","/services","Unmapped Antigravity service route","P1","YES (HTTPS)"
"https://www.entirefm.com/services/load-bank-testing","XML Sitemap & Live Crawl","200","https://www.entirefm.com/services/load-bank-testing","services/load bank testing | Entire FM","services/load bank testing","https://www.entirefm.com/services/load-bank-testing","index, follow","commercial","YES","Hub Linked","INVESTIGATE","/services","Unmapped Antigravity service route","P1","YES (HTTPS)"
"https://www.entirefm.com/services/loading-bay-safety-systems","XML Sitemap & Live Crawl","200","https://www.entirefm.com/services/loading-bay-safety-systems","services/loading bay safety systems | Entire FM","services/loading bay safety systems","https://www.entirefm.com/services/loading-bay-safety-systems","index, follow","commercial","YES","Hub Linked","INVESTIGATE","/services","Unmapped Antigravity service route","P1","YES (HTTPS)"
"https://www.entirefm.com/services/me-services","XML Sitemap & Live Crawl","200","https://www.entirefm.com/services/me-services","services/me services | Entire FM","services/me services","https://www.entirefm.com/services/me-services","index, follow","commercial","YES","Hub Linked","INVESTIGATE","/services","Unmapped Antigravity service route","P1","YES (HTTPS)"
"https://www.entirefm.com/services/out-of-hours-support","XML Sitemap & Live Crawl","200","https://www.entirefm.com/services/out-of-hours-support","services/out of hours support | Entire FM","services/out of hours support","https://www.entirefm.com/services/out-of-hours-support","index, follow","commercial","YES","Hub Linked","INVESTIGATE","/services","Unmapped Antigravity service route","P1","YES (HTTPS)"
"https://www.entirefm.com/services/plumbing","XML Sitemap & Live Crawl","200","https://www.entirefm.com/services/plumbing","services/plumbing | Entire FM","services/plumbing","https://www.entirefm.com/services/plumbing","index, follow","commercial","YES","Hub Linked","INVESTIGATE","/services","Unmapped Antigravity service route","P1","YES (HTTPS)"
"https://www.entirefm.com/services/ppm","XML Sitemap & Live Crawl","200","https://www.entirefm.com/services/ppm","services/ppm | Entire FM","services/ppm","https://www.entirefm.com/services/ppm","index, follow","commercial","YES","Hub Linked","301_TO_HISTORIC","/ppm","Redirect Antigravity sub-path to Protected Historic URL","P1","YES (HTTPS)"
"https://www.entirefm.com/services/pump-room-maintenance","XML Sitemap & Live Crawl","200","https://www.entirefm.com/services/pump-room-maintenance","services/pump room maintenance | Entire FM","services/pump room maintenance","https://www.entirefm.com/services/pump-room-maintenance","index, follow","commercial","YES","Hub Linked","INVESTIGATE","/services","Unmapped Antigravity service route","P1","YES (HTTPS)"
"https://www.entirefm.com/services/pump-station-servicing","XML Sitemap & Live Crawl","200","https://www.entirefm.com/services/pump-station-servicing","services/pump station servicing | Entire FM","services/pump station servicing","https://www.entirefm.com/services/pump-station-servicing","index, follow","commercial","YES","Hub Linked","INVESTIGATE","/services","Unmapped Antigravity service route","P1","YES (HTTPS)"
"https://www.entirefm.com/services/roller-shutter-maintenance","XML Sitemap & Live Crawl","200","https://www.entirefm.com/services/roller-shutter-maintenance","services/roller shutter maintenance | Entire FM","services/roller shutter maintenance","https://www.entirefm.com/services/roller-shutter-maintenance","index, follow","commercial","YES","Hub Linked","INVESTIGATE","/services","Unmapped Antigravity service route","P1","YES (HTTPS)"
"https://www.entirefm.com/services/smoke-vent-systems","XML Sitemap & Live Crawl","200","https://www.entirefm.com/services/smoke-vent-systems","services/smoke vent systems | Entire FM","services/smoke vent systems","https://www.entirefm.com/services/smoke-vent-systems","index, follow","commercial","YES","Hub Linked","INVESTIGATE","/services","Unmapped Antigravity service route","P1","YES (HTTPS)"
"https://www.entirefm.com/services/soft-fm","XML Sitemap & Live Crawl","200","https://www.entirefm.com/services/soft-fm","services/soft fm | Entire FM","services/soft fm","https://www.entirefm.com/services/soft-fm","index, follow","commercial","YES","Hub Linked","INVESTIGATE","/services","Unmapped Antigravity service route","P1","YES (HTTPS)"
"https://www.entirefm.com/services/total-facilities-management","XML Sitemap & Live Crawl","200","https://www.entirefm.com/services/total-facilities-management","services/total facilities management | Entire FM","services/total facilities management","https://www.entirefm.com/services/total-facilities-management","index, follow","commercial","YES","Hub Linked","INVESTIGATE","/services","Unmapped Antigravity service route","P1","YES (HTTPS)"
"https://www.entirefm.com/services/ups-maintenance","XML Sitemap & Live Crawl","200","https://www.entirefm.com/services/ups-maintenance","services/ups maintenance | Entire FM","services/ups maintenance","https://www.entirefm.com/services/ups-maintenance","index, follow","commercial","YES","Hub Linked","INVESTIGATE","/services","Unmapped Antigravity service route","P1","YES (HTTPS)"
"https://www.entirefm.com/services/waste-compliance","XML Sitemap & Live Crawl","200","https://www.entirefm.com/services/waste-compliance","services/waste compliance | Entire FM","services/waste compliance","https://www.entirefm.com/services/waste-compliance","index, follow","commercial","YES","Hub Linked","INVESTIGATE","/services","Unmapped Antigravity service route","P1","YES (HTTPS)"
"https://www.entirefm.com/services/water-hygiene","XML Sitemap & Live Crawl","200","https://www.entirefm.com/services/water-hygiene","services/water hygiene | Entire FM","services/water hygiene","https://www.entirefm.com/services/water-hygiene","index, follow","commercial","YES","Hub Linked","INVESTIGATE","/services","Unmapped Antigravity service route","P1","YES (HTTPS)"
"https://www.entirefm.com/sitemap","XML Sitemap & Live Crawl","200","https://www.entirefm.com/sitemap","sitemap | Entire FM","sitemap","https://www.entirefm.com/sitemap","index, follow","commercial","YES","Hub Linked","KEEP_200","/sitemap","Retain live URL in rebuild registry","P1","YES (HTTPS)"
"https://www.entirefm.com/social-value","XML Sitemap & Live Crawl","200","https://www.entirefm.com/social-value","social value | Entire FM","social value","https://www.entirefm.com/social-value","index, follow","commercial","YES","Hub Linked","KEEP_200","/social-value","Retain live URL in rebuild registry","P1","YES (HTTPS)"
"https://www.entirefm.com/suppliers","XML Sitemap & Live Crawl","200","https://www.entirefm.com/suppliers","suppliers | Entire FM","suppliers","https://www.entirefm.com/suppliers","index, follow","commercial","YES","Hub Linked","KEEP_200","/suppliers","Retain live URL in rebuild registry","P1","YES (HTTPS)"
"https://www.entirefm.com/sustainability","XML Sitemap & Live Crawl","200","https://www.entirefm.com/sustainability","sustainability | Entire FM","sustainability","https://www.entirefm.com/sustainability","index, follow","commercial","YES","Hub Linked","KEEP_200","/sustainability","Retain live URL in rebuild registry","P1","YES (HTTPS)"
"https://www.entirefm.com/technology","XML Sitemap & Live Crawl","200","https://www.entirefm.com/technology","technology | Entire FM","technology","https://www.entirefm.com/technology","index, follow","commercial","YES","Hub Linked","KEEP_200","/technology","Retain live URL in rebuild registry","P1","YES (HTTPS)"
"https://www.entirefm.com/tools/compliance-checker","XML Sitemap & Live Crawl","200","https://www.entirefm.com/tools/compliance-checker","tools/compliance checker | Entire FM","tools/compliance checker","https://www.entirefm.com/tools/compliance-checker","index, follow","commercial","YES","Hub Linked","KEEP_200","/tools/compliance-checker","Retain live URL in rebuild registry","P1","YES (HTTPS)"
"https://www.entirefm.com/tools/fm-health-check","XML Sitemap & Live Crawl","200","https://www.entirefm.com/tools/fm-health-check","tools/fm health check | Entire FM","tools/fm health check","https://www.entirefm.com/tools/fm-health-check","index, follow","commercial","YES","Hub Linked","KEEP_200","/tools/fm-health-check","Retain live URL in rebuild registry","P1","YES (HTTPS)"
