currentPath,currentUrl,migrationDecision,targetDestination,rationale
"/case-studies/corporate-office-campus-fm","https://www.entirefm.com/case-studies/corporate-office-campus-fm","301_TO_HISTORIC","/case-studies","Consolidation to case studies portfolio hub"
"/case-studies/corporate-office-london","https://www.entirefm.com/case-studies/corporate-office-london","301_TO_HISTORIC","/case-studies","Consolidation to case studies portfolio hub"
"/case-studies/engineering","https://www.entirefm.com/case-studies/engineering","301_TO_HISTORIC","/case-studies","Consolidation to case studies portfolio hub"
"/case-studies/healthcare","https://www.entirefm.com/case-studies/healthcare","301_TO_HISTORIC","/case-studies","Consolidation to case studies portfolio hub"
"/case-studies/hospitality","https://www.entirefm.com/case-studies/hospitality","301_TO_HISTORIC","/case-studies","Consolidation to case studies portfolio hub"
"/case-studies/hotel-fm-transformation","https://www.entirefm.com/case-studies/hotel-fm-transformation","301_TO_HISTORIC","/case-studies","Consolidation to case studies portfolio hub"
"/case-studies/industrial-cleaning-restoration","https://www.entirefm.com/case-studies/industrial-cleaning-restoration","301_TO_HISTORIC","/case-studies","Consolidation to case studies portfolio hub"
"/case-studies/industrial-warehouse-sheffield","https://www.entirefm.com/case-studies/industrial-warehouse-sheffield","301_TO_HISTORIC","/case-studies","Consolidation to case studies portfolio hub"
"/case-studies/logistics","https://www.entirefm.com/case-studies/logistics","301_TO_HISTORIC","/case-studies","Consolidation to case studies portfolio hub"
"/case-studies/motorway-services-fm-contract","https://www.entirefm.com/case-studies/motorway-services-fm-contract","301_TO_HISTORIC","/case-studies","Consolidation to case studies portfolio hub"
"/case-studies/pbsa","https://www.entirefm.com/case-studies/pbsa","301_TO_HISTORIC","/case-studies","Consolidation to case studies portfolio hub"
"/case-studies/pbsa-estate-manchester","https://www.entirefm.com/case-studies/pbsa-estate-manchester","301_TO_HISTORIC","/case-studies","Consolidation to case studies portfolio hub"
"/case-studies/residential-estate-management","https://www.entirefm.com/case-studies/residential-estate-management","301_TO_HISTORIC","/case-studies","Consolidation to case studies portfolio hub"
"/case-studies/retail","https://www.entirefm.com/case-studies/retail","301_TO_HISTORIC","/case-studies","Consolidation to case studies portfolio hub"
"/case-studies/retail-complex-birmingham","https://www.entirefm.com/case-studies/retail-complex-birmingham","301_TO_HISTORIC","/case-studies","Consolidation to case studies portfolio hub"
"/case-studies/retail-estate-ppm-rollout","https://www.entirefm.com/case-studies/retail-estate-ppm-rollout","301_TO_HISTORIC","/case-studies","Consolidation to case studies portfolio hub"
"/case-studies/service-stations","https://www.entirefm.com/case-studies/service-stations","301_TO_HISTORIC","/case-studies","Consolidation to case studies portfolio hub"
"/commercial-facilities-management","https://www.entirefm.com/commercial-facilities-management","KEEP_200","/commercial-facilities-management","Path matches registered 200 route"
"/compare","https://www.entirefm.com/compare","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/compare/entirefm-vs-call-out-only","https://www.entirefm.com/compare/entirefm-vs-call-out-only","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/compare/entirefm-vs-cbre","https://www.entirefm.com/compare/entirefm-vs-cbre","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/compare/entirefm-vs-freelance","https://www.entirefm.com/compare/entirefm-vs-freelance","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/compare/entirefm-vs-in-house","https://www.entirefm.com/compare/entirefm-vs-in-house","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/compare/entirefm-vs-jll","https://www.entirefm.com/compare/entirefm-vs-jll","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/compare/entirefm-vs-mitie","https://www.entirefm.com/compare/entirefm-vs-mitie","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/compare/entirefm-vs-sodexo","https://www.entirefm.com/compare/entirefm-vs-sodexo","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/compliance-diagnostic","https://www.entirefm.com/compliance-diagnostic","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/compliance-pack","https://www.entirefm.com/compliance-pack","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/compliance-risk-diagnostic","https://www.entirefm.com/compliance-risk-diagnostic","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/contact","https://www.entirefm.com/contact","301_TO_HISTORIC","/contact-us","Semantic intent consolidation into protected historic page"
"/coverage","https://www.entirefm.com/coverage","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/education-facilities-management","https://www.entirefm.com/education-facilities-management","KEEP_200","/education-facilities-management","Path matches registered 200 route"
"/entirecafm","https://www.entirefm.com/entirecafm","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/esg","https://www.entirefm.com/esg","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/facilities-management-birmingham","https://www.entirefm.com/facilities-management-birmingham","KEEP_200","/facilities-management-birmingham","Path matches registered 200 route"
"/facilities-management-bradford","https://www.entirefm.com/facilities-management-bradford","KEEP_200","/facilities-management-bradford","Path matches registered 200 route"
"/facilities-management-chesterfield","https://www.entirefm.com/facilities-management-chesterfield","KEEP_200","/facilities-management-chesterfield","Path matches registered 200 route"
"/facilities-management-derby","https://www.entirefm.com/facilities-management-derby","KEEP_200","/facilities-management-derby","Path matches registered 200 route"
"/facilities-management-doncaster","https://www.entirefm.com/facilities-management-doncaster","KEEP_200","/facilities-management-doncaster","Path matches registered 200 route"
"/facilities-management-in-telford","https://www.entirefm.com/facilities-management-in-telford","KEEP_200","/facilities-management-in-telford","Path matches registered 200 route"
"/facilities-management-in-the-midlands","https://www.entirefm.com/facilities-management-in-the-midlands","KEEP_200","/facilities-management-in-the-midlands","Path matches registered 200 route"
"/facilities-management-leeds","https://www.entirefm.com/facilities-management-leeds","KEEP_200","/facilities-management-leeds","Path matches registered 200 route"
"/facilities-management-lincoln","https://www.entirefm.com/facilities-management-lincoln","KEEP_200","/facilities-management-lincoln","Path matches registered 200 route"
"/facilities-management-liverpool","https://www.entirefm.com/facilities-management-liverpool","KEEP_200","/facilities-management-liverpool","Path matches registered 200 route"
"/facilities-management-london","https://www.entirefm.com/facilities-management-london","KEEP_200","/facilities-management-london","Path matches registered 200 route"
"/facilities-management-manchester","https://www.entirefm.com/facilities-management-manchester","KEEP_200","/facilities-management-manchester","Path matches registered 200 route"
"/facilities-management-midlands","https://www.entirefm.com/facilities-management-midlands","KEEP_200","/facilities-management-midlands","Path matches registered 200 route"
"/facilities-management-nottingham","https://www.entirefm.com/facilities-management-nottingham","KEEP_200","/facilities-management-nottingham","Path matches registered 200 route"
"/facilities-management-oxford","https://www.entirefm.com/facilities-management-oxford","KEEP_200","/facilities-management-oxford","Path matches registered 200 route"
"/facilities-management-rotherham","https://www.entirefm.com/facilities-management-rotherham","KEEP_200","/facilities-management-rotherham","Path matches registered 200 route"
"/facilities-management-sheffield","https://www.entirefm.com/facilities-management-sheffield","KEEP_200","/facilities-management-sheffield","Path matches registered 200 route"
"/facilities-management-telford","https://www.entirefm.com/facilities-management-telford","KEEP_200","/facilities-management-telford","Path matches registered 200 route"
"/fm-birmingham","https://www.entirefm.com/fm-birmingham","KEEP_200","/fm-birmingham","Path matches registered 200 route"
"/fm-chesterfield","https://www.entirefm.com/fm-chesterfield","KEEP_200","/fm-chesterfield","Path matches registered 200 route"
"/fm-derby","https://www.entirefm.com/fm-derby","KEEP_200","/fm-derby","Path matches registered 200 route"
"/fm-doncaster","https://www.entirefm.com/fm-doncaster","KEEP_200","/fm-doncaster","Path matches registered 200 route"
"/fm-insights","https://www.entirefm.com/fm-insights","301_TO_HISTORIC","/blog","Semantic intent consolidation into protected historic page"
"/fm-insights/hard-fm-vs-soft-fm","https://www.entirefm.com/fm-insights/hard-fm-vs-soft-fm","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/fm-insights/how-often-emergency-lighting-tested","https://www.entirefm.com/fm-insights/how-often-emergency-lighting-tested","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/fm-insights/how-often-fire-alarms-tested","https://www.entirefm.com/fm-insights/how-often-fire-alarms-tested","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/fm-insights/what-are-rams","https://www.entirefm.com/fm-insights/what-are-rams","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/fm-insights/what-is-a-compliance-calendar","https://www.entirefm.com/fm-insights/what-is-a-compliance-calendar","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/fm-insights/what-is-a-fire-risk-assessment","https://www.entirefm.com/fm-insights/what-is-a-fire-risk-assessment","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/fm-insights/what-is-a-ppm-planner","https://www.entirefm.com/fm-insights/what-is-a-ppm-planner","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/fm-insights/what-is-a-tm44","https://www.entirefm.com/fm-insights/what-is-a-tm44","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/fm-insights/what-is-acop-l8","https://www.entirefm.com/fm-insights/what-is-acop-l8","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/fm-insights/what-is-an-asset-register","https://www.entirefm.com/fm-insights/what-is-an-asset-register","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/fm-insights/what-is-an-eicr","https://www.entirefm.com/fm-insights/what-is-an-eicr","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/fm-insights/what-is-f-gas-compliance","https://www.entirefm.com/fm-insights/what-is-f-gas-compliance","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/fm-insights/what-is-facilities-management","https://www.entirefm.com/fm-insights/what-is-facilities-management","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/fm-insights/what-is-hard-fm","https://www.entirefm.com/fm-insights/what-is-hard-fm","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/fm-insights/what-is-ifm","https://www.entirefm.com/fm-insights/what-is-ifm","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/fm-insights/what-is-lock-out-tag-out","https://www.entirefm.com/fm-insights/what-is-lock-out-tag-out","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/fm-insights/what-is-ppm","https://www.entirefm.com/fm-insights/what-is-ppm","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/fm-insights/what-is-soft-fm","https://www.entirefm.com/fm-insights/what-is-soft-fm","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/fm-insights/what-is-statutory-maintenance","https://www.entirefm.com/fm-insights/what-is-statutory-maintenance","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/fm-insights/what-is-tfm","https://www.entirefm.com/fm-insights/what-is-tfm","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/fm-insights/who-is-the-responsible-person","https://www.entirefm.com/fm-insights/who-is-the-responsible-person","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/fm-intelligence","https://www.entirefm.com/fm-intelligence","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/fm-leeds","https://www.entirefm.com/fm-leeds","KEEP_200","/fm-leeds","Path matches registered 200 route"
"/fm-lincoln","https://www.entirefm.com/fm-lincoln","KEEP_200","/fm-lincoln","Path matches registered 200 route"
"/fm-liverpool","https://www.entirefm.com/fm-liverpool","KEEP_200","/fm-liverpool","Path matches registered 200 route"
"/fm-london","https://www.entirefm.com/fm-london","KEEP_200","/fm-london","Path matches registered 200 route"
"/fm-manchester","https://www.entirefm.com/fm-manchester","KEEP_200","/fm-manchester","Path matches registered 200 route"
"/fm-market-report","https://www.entirefm.com/fm-market-report","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/fm-nottingham","https://www.entirefm.com/fm-nottingham","KEEP_200","/fm-nottingham","Path matches registered 200 route"
"/fm-operations","https://www.entirefm.com/fm-operations","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/fm-operations/asset-lifecycle","https://www.entirefm.com/fm-operations/asset-lifecycle","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/fm-operations/business-continuity","https://www.entirefm.com/fm-operations/business-continuity","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/fm-operations/fm-strategy","https://www.entirefm.com/fm-operations/fm-strategy","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/fm-operations/helpdesk","https://www.entirefm.com/fm-operations/helpdesk","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/fm-operations/knowledge-base","https://www.entirefm.com/fm-operations/knowledge-base","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/fm-operations/leads","https://www.entirefm.com/fm-operations/leads","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/fm-operations/mobilisation","https://www.entirefm.com/fm-operations/mobilisation","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/fm-operations/occupier-experience","https://www.entirefm.com/fm-operations/occupier-experience","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/fm-operations/platform","https://www.entirefm.com/fm-operations/platform","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/fm-operations/ppm-delivery","https://www.entirefm.com/fm-operations/ppm-delivery","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/fm-operations/reactive-maintenance","https://www.entirefm.com/fm-operations/reactive-maintenance","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/fm-operations/report-issue","https://www.entirefm.com/fm-operations/report-issue","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/fm-operations/tender-support","https://www.entirefm.com/fm-operations/tender-support","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/fm-oxford","https://www.entirefm.com/fm-oxford","KEEP_200","/fm-oxford","Path matches registered 200 route"
"/fm-rotherham","https://www.entirefm.com/fm-rotherham","KEEP_200","/fm-rotherham","Path matches registered 200 route"
"/fm-sheffield","https://www.entirefm.com/fm-sheffield","KEEP_200","/fm-sheffield","Path matches registered 200 route"
"/fm-telford","https://www.entirefm.com/fm-telford","KEEP_200","/fm-telford","Path matches registered 200 route"
"/hard-services","https://www.entirefm.com/hard-services","KEEP_200","/hard-services","Path matches registered 200 route"
"/health-safety","https://www.entirefm.com/health-safety","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/healthcare-facilities-management","https://www.entirefm.com/healthcare-facilities-management","KEEP_200","/healthcare-facilities-management","Path matches registered 200 route"
"/hotel-facilities-management","https://www.entirefm.com/hotel-facilities-management","KEEP_200","/hotel-facilities-management","Path matches registered 200 route"
"/hvac-contractor","https://www.entirefm.com/hvac-contractor","KEEP_200","/hvac-contractor","Path matches registered 200 route"
"/industrial-cleaning","https://www.entirefm.com/industrial-cleaning","KEEP_200","/industrial-cleaning","Path matches registered 200 route"
"/industrial-facilities-management","https://www.entirefm.com/industrial-facilities-management","KEEP_200","/industrial-facilities-management","Path matches registered 200 route"
"/innovation","https://www.entirefm.com/innovation","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/integrations","https://www.entirefm.com/integrations","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/integrations/concept-evolution","https://www.entirefm.com/integrations/concept-evolution","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/integrations/dwellant","https://www.entirefm.com/integrations/dwellant","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/integrations/elogbooks","https://www.entirefm.com/integrations/elogbooks","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/integrations/mri-qube","https://www.entirefm.com/integrations/mri-qube","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/integrations/mycompliance","https://www.entirefm.com/integrations/mycompliance","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/integrations/planon","https://www.entirefm.com/integrations/planon","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/integrations/verisae","https://www.entirefm.com/integrations/verisae","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/landmark-facilities-management","https://www.entirefm.com/landmark-facilities-management","KEEP_200","/landmark-facilities-management","Path matches registered 200 route"
"/leadership","https://www.entirefm.com/leadership","301_TO_HISTORIC","/facilities-management-team","Semantic intent consolidation into protected historic page"
"/link-health","https://www.entirefm.com/link-health","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/locations","https://www.entirefm.com/locations","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/locations/birmingham","https://www.entirefm.com/locations/birmingham","301_TO_HISTORIC","/locations","Consolidation of legacy nested location to location hub"
"/locations/chesterfield","https://www.entirefm.com/locations/chesterfield","301_TO_HISTORIC","/locations","Consolidation of legacy nested location to location hub"
"/locations/derby","https://www.entirefm.com/locations/derby","301_TO_HISTORIC","/locations","Consolidation of legacy nested location to location hub"
"/locations/leeds","https://www.entirefm.com/locations/leeds","301_TO_HISTORIC","/locations","Consolidation of legacy nested location to location hub"
"/locations/leicester","https://www.entirefm.com/locations/leicester","301_TO_HISTORIC","/locations","Consolidation of legacy nested location to location hub"
"/locations/lincoln","https://www.entirefm.com/locations/lincoln","301_TO_HISTORIC","/locations","Consolidation of legacy nested location to location hub"
"/locations/liverpool","https://www.entirefm.com/locations/liverpool","301_TO_HISTORIC","/locations","Consolidation of legacy nested location to location hub"
"/locations/london","https://www.entirefm.com/locations/london","301_TO_HISTORIC","/locations","Consolidation of legacy nested location to location hub"
"/locations/manchester","https://www.entirefm.com/locations/manchester","301_TO_HISTORIC","/locations","Consolidation of legacy nested location to location hub"
"/locations/nottingham","https://www.entirefm.com/locations/nottingham","301_TO_HISTORIC","/locations","Consolidation of legacy nested location to location hub"
"/locations/sheffield","https://www.entirefm.com/locations/sheffield","301_TO_HISTORIC","/locations","Consolidation of legacy nested location to location hub"
"/london-facilities-management","https://www.entirefm.com/london-facilities-management","KEEP_200","/london-facilities-management","Path matches registered 200 route"
"/marketplace","https://www.entirefm.com/marketplace","301_TO_HISTORIC","/fm-supply-form","Semantic intent consolidation into protected historic page"
"/mechanical-electrical","https://www.entirefm.com/mechanical-electrical","KEEP_200","/mechanical-electrical","Path matches registered 200 route"
"/partners","https://www.entirefm.com/partners","301_TO_HISTORIC","/partnerships","Semantic intent consolidation into protected historic page"
"/partners/commercial-surveyors","https://www.entirefm.com/partners/commercial-surveyors","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/partners/construction-developers","https://www.entirefm.com/partners/construction-developers","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/partners/insurance-brokers","https://www.entirefm.com/partners/insurance-brokers","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/partners/property-management","https://www.entirefm.com/partners/property-management","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/partnerships","https://www.entirefm.com/partnerships","301_TO_HISTORIC","/partnerships","Semantic intent consolidation into protected historic page"
"/plumbing-gas","https://www.entirefm.com/plumbing-gas","KEEP_200","/plumbing-gas","Path matches registered 200 route"
"/ppm","https://www.entirefm.com/ppm","KEEP_200","/ppm","Path matches registered 200 route"
"/privacy","https://www.entirefm.com/privacy","301_TO_HISTORIC","/privacy-policy","Semantic intent consolidation into protected historic page"
"/request-proposal","https://www.entirefm.com/request-proposal","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/residential-facilities-management","https://www.entirefm.com/residential-facilities-management","KEEP_200","/residential-facilities-management","Path matches registered 200 route"
"/resources","https://www.entirefm.com/resources","301_TO_HISTORIC","/blog","Semantic intent consolidation into protected historic page"
"/resources/audit-framework","https://www.entirefm.com/resources/audit-framework","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/resources/compliance-calendar","https://www.entirefm.com/resources/compliance-calendar","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/resources/compliance-calendar-2025","https://www.entirefm.com/resources/compliance-calendar-2025","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/resources/document-vault","https://www.entirefm.com/resources/document-vault","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/resources/eicr-manual","https://www.entirefm.com/resources/eicr-manual","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/resources/electrical-eicr-survival-manual","https://www.entirefm.com/resources/electrical-eicr-survival-manual","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/resources/emergency-lighting-checklist","https://www.entirefm.com/resources/emergency-lighting-checklist","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/resources/emergency-lighting-testing","https://www.entirefm.com/resources/emergency-lighting-testing","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/resources/energy-esg","https://www.entirefm.com/resources/energy-esg","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/resources/engineer-standards","https://www.entirefm.com/resources/engineer-standards","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/resources/facilities-management-checklist-2025","https://www.entirefm.com/resources/facilities-management-checklist-2025","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/resources/fgas-tracker","https://www.entirefm.com/resources/fgas-tracker","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/resources/fire-alarm-testing-frequency","https://www.entirefm.com/resources/fire-alarm-testing-frequency","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/resources/fire-risk-assessment-guide","https://www.entirefm.com/resources/fire-risk-assessment-guide","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/resources/fire-risk-guide","https://www.entirefm.com/resources/fire-risk-guide","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/resources/hard-fm-vs-soft-fm-vs-specialist-engineering","https://www.entirefm.com/resources/hard-fm-vs-soft-fm-vs-specialist-engineering","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/resources/legionella-governance-guide","https://www.entirefm.com/resources/legionella-governance-guide","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/resources/legionella-guide","https://www.entirefm.com/resources/legionella-guide","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/resources/ppm-vs-reactive-maintenance","https://www.entirefm.com/resources/ppm-vs-reactive-maintenance","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/resources/switch-playbook","https://www.entirefm.com/resources/switch-playbook","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/resources/tender-support","https://www.entirefm.com/resources/tender-support","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/resources/top-fm-providers-uk","https://www.entirefm.com/resources/top-fm-providers-uk","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/resources/what-is-a-compliance-calendar","https://www.entirefm.com/resources/what-is-a-compliance-calendar","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/resources/what-is-a-ppm-planner","https://www.entirefm.com/resources/what-is-a-ppm-planner","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/resources/what-is-an-asset-register","https://www.entirefm.com/resources/what-is-an-asset-register","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/resources/what-is-integrated-facilities-management","https://www.entirefm.com/resources/what-is-integrated-facilities-management","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/resources/what-is-total-facilities-management","https://www.entirefm.com/resources/what-is-total-facilities-management","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/retail-facilities-management","https://www.entirefm.com/retail-facilities-management","KEEP_200","/retail-facilities-management","Path matches registered 200 route"
"/safety-critical-emergency-systems","https://www.entirefm.com/safety-critical-emergency-systems","KEEP_200","/safety-critical-emergency-systems","Path matches registered 200 route"
"/search","https://www.entirefm.com/search","301_TO_HISTORIC","/","Semantic intent consolidation into protected historic page"
"/sectors","https://www.entirefm.com/sectors","301_TO_HISTORIC","/","General legacy redirect to homepage"
"/sectors/airports","https://www.entirefm.com/sectors/airports","301_TO_HISTORIC","/sectors","Fallback to main sectors hub"
"/sectors/aviation","https://www.entirefm.com/sectors/aviation","301_TO_HISTORIC","/sectors","Fallback to main sectors hub"
"/sectors/construction-developments","https://www.entirefm.com/sectors/construction-developments","301_TO_HISTORIC","/sectors","Fallback to main sectors hub"
"/sectors/education","https://www.entirefm.com/sectors/education","301_TO_HISTORIC","/education-facilities-management","Consolidation of /sectors/* to historic root sector page"
"/sectors/healthcare-public","https://www.entirefm.com/sectors/healthcare-public","301_TO_HISTORIC","/sectors","Fallback to main sectors hub"
"/sectors/hospitality-leisure","https://www.entirefm.com/sectors/hospitality-leisure","301_TO_HISTORIC","/sectors","Fallback to main sectors hub"
"/sectors/hotels-leisure","https://www.entirefm.com/sectors/hotels-leisure","301_TO_HISTORIC","/sectors","Fallback to main sectors hub"
"/sectors/industrial-logistics","https://www.entirefm.com/sectors/industrial-logistics","301_TO_HISTORIC","/sectors","Fallback to main sectors hub"
"/sectors/logistics-parks","https://www.entirefm.com/sectors/logistics-parks","301_TO_HISTORIC","/sectors","Fallback to main sectors hub"
"/sectors/offices","https://www.entirefm.com/sectors/offices","301_TO_HISTORIC","/sectors","Fallback to main sectors hub"
"/sectors/offices-corporate","https://www.entirefm.com/sectors/offices-corporate","301_TO_HISTORIC","/sectors","Fallback to main sectors hub"
"/sectors/pbsa","https://www.entirefm.com/sectors/pbsa","301_TO_HISTORIC","/sectors","Fallback to main sectors hub"
